region_id,district,state,latitude,longitude,N,P,K,pH,moisture,organic_matter
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,15.8,78.0,72,37,93,7.36,43.8,1.59
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,15.8,78.0,66,37,93,7.26,44.1,1.6
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,15.8,78.0,66,36,104,7.36,40.2,1.69
Kurnool_Andhra_Pradesh,Kurnool,Andhra Pradesh,15.8,78.0,58,32,100,7.26,39.6,1.67
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,14.7,77.6,64,25,91,7.75,31.5,1.48
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,14.7,77.6,53,25,92,7.78,37.9,1.44
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,14.7,77.6,51,30,81,7.76,30.1,1.28
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,14.7,77.6,52,32,87,7.8,37.7,1.28
Anantapur_Andhra_Pradesh,Anantapur,Andhra Pradesh,14.7,77.6,50,26,88,7.76,33.2,1.42
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,14.4,79.9,80,45,120,6.72,60.8,2.7
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,14.4,79.9,77,43,124,6.74,64.3,2.44
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,14.4,79.9,82,37,109,6.87,69.6,2.54
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,14.4,79.9,72,41,114,6.99,65.0,2.66
Nellore_Andhra_Pradesh,Nellore,Andhra Pradesh,14.4,79.9,76,42,117,6.88,63.3,2.48
Mysuru_Karnataka,Mysuru,Karnataka,12.3,76.6,68,41,103,6.87,57.3,2.49
Mysuru_Karnataka,Mysuru,Karnataka,12.3,76.6,67,44,100,6.87,55.0,2.16
Mysuru_Karnataka,Mysuru,Karnataka,12.3,76.6,72,41,115,6.84,53.3,2.48
Mysuru_Karnataka,Mysuru,Karnataka,12.3,76.6,75,44,116,6.61,62.5,2.13
Mysuru_Karnataka,Mysuru,Karnataka,12.3,76.6,67,37,111,6.59,53.1,2.41
Belagavi_Karnataka,Belagavi,Karnataka,15.8,74.5,79,48,116,6.76,57.5,2.62
Belagavi_Karnataka,Belagavi,Karnataka,15.8,74.5,72,43,119,6.6,58.5,2.33
Belagavi_Karnataka,Belagavi,Karnataka,15.8,74.5,79,46,121,6.99,63.1,2.62
Belagavi_Karnataka,Belagavi,Karnataka,15.8,74.5,83,43,117,6.83,61.0,2.41
Belagavi_Karnataka,Belagavi,Karnataka,15.8,74.5,81,44,105,6.74,67.0,2.61
Dharwad_Karnataka,Dharwad,Karnataka,15.4,75.0,64,39,97,7.11,47.3,1.87
Dharwad_Karnataka,Dharwad,Karnataka,15.4,75.0,64,41,109,7.09,50.4,2.17
Dharwad_Karnataka,Dharwad,Karnataka,15.4,75.0,74,42,102,7.07,50.5,2.02
Dharwad_Karnataka,Dharwad,Karnataka,15.4,75.0,71,37,105,7.1,48.1,2.1
Dharwad_Karnataka,Dharwad,Karnataka,15.4,75.0,63,36,105,6.91,50.0,1.99
Tumkur_Karnataka,Tumkur,Karnataka,13.3,77.1,71,32,89,7.17,48.6,1.76
Tumkur_Karnataka,Tumkur,Karnataka,13.3,77.1,66,34,85,6.91,51.2,1.7
Tumkur_Karnataka,Tumkur,Karnataka,13.3,77.1,65,32,88,7.12,46.7,1.75
Tumkur_Karnataka,Tumkur,Karnataka,13.3,77.1,71,33,91,7.09,44.4,1.82
Tumkur_Karnataka,Tumkur,Karnataka,13.3,77.1,64,33,85,6.88,44.7,1.77
Hassan_Karnataka,Hassan,Karnataka,13.0,76.1,71,38,100,6.47,62.7,2.25
Hassan_Karnataka,Hassan,Karnataka,13.0,76.1,72,43,99,6.48,61.3,2.59
Hassan_Karnataka,Hassan,Karnataka,13.0,76.1,70,40,114,6.7,56.1,2.39
Hassan_Karnataka,Hassan,Karnataka,13.0,76.1,68,38,110,6.6,61.4,2.32
Hassan_Karnataka,Hassan,Karnataka,13.0,76.1,75,44,95,6.58,63.4,2.4
Wayanad_Kerala,Wayanad,Kerala,11.6,76.1,84,52,121,5.65,78.8,3.57
Wayanad_Kerala,Wayanad,Kerala,11.6,76.1,80,51,130,5.92,76.3,3.51
Wayanad_Kerala,Wayanad,Kerala,11.6,76.1,80,48,120,5.97,78.3,3.35
Wayanad_Kerala,Wayanad,Kerala,11.6,76.1,85,45,125,5.68,81.0,3.34
Wayanad_Kerala,Wayanad,Kerala,11.6,76.1,88,44,121,5.83,84.3,3.51
Palakkad_Kerala,Palakkad,Kerala,10.8,76.6,82,48,122,6.36,73.5,3.07
Palakkad_Kerala,Palakkad,Kerala,10.8,76.6,84,46,129,6.09,69.6,3.0
Palakkad_Kerala,Palakkad,Kerala,10.8,76.6,74,46,119,6.16,70.8,3.06
Palakkad_Kerala,Palakkad,Kerala,10.8,76.6,77,46,120,6.11,70.0,3.01
Palakkad_Kerala,Palakkad,Kerala,10.8,76.6,83,48,127,6.4,74.8,2.91
Thrissur_Kerala,Thrissur,Kerala,10.5,76.2,86,41,131,5.92,71.9,3.22
Thrissur_Kerala,Thrissur,Kerala,10.5,76.2,86,50,129,5.9,70.1,3.09
Thrissur_Kerala,Thrissur,Kerala,10.5,76.2,82,44,120,6.02,73.9,3.12
Thrissur_Kerala,Thrissur,Kerala,10.5,76.2,74,48,127,6.01,72.9,3.28
Thrissur_Kerala,Thrissur,Kerala,10.5,76.2,88,42,125,5.93,70.9,3.4
Kollam_Kerala,Kollam,Kerala,8.9,76.6,79,44,114,5.91,80.0,3.16
Kollam_Kerala,Kollam,Kerala,8.9,76.6,76,40,117,6.2,75.5,3.23
Kollam_Kerala,Kollam,Kerala,8.9,76.6,84,47,127,5.93,81.7,3.24
Kollam_Kerala,Kollam,Kerala,8.9,76.6,75,45,126,6.1,74.9,2.91
Kollam_Kerala,Kollam,Kerala,8.9,76.6,72,41,118,6.11,75.9,3.16
Idukki_Kerala,Idukki,Kerala,9.9,77.1,84,51,132,5.43,82.4,3.81
Idukki_Kerala,Idukki,Kerala,9.9,77.1,93,47,132,5.42,86.1,3.78
Idukki_Kerala,Idukki,Kerala,9.9,77.1,87,46,142,5.64,84.0,3.76
Idukki_Kerala,Idukki,Kerala,9.9,77.1,88,45,141,5.34,86.8,3.83
Idukki_Kerala,Idukki,Kerala,9.9,77.1,89,49,142,5.62,81.4,3.74
Varanasi_Uttar_Pradesh,Varanasi,Uttar Pradesh,25.3,83.0,76,41,118,7.71,54.4,1.83
Varanasi_Uttar_Pradesh,Varanasi,Uttar Pradesh,25.3,83.0,84,43,111,7.81,56.8,1.91
Varanasi_Uttar_Pradesh,Varanasi,Uttar Pradesh,25.3,83.0,81,39,124,7.83,55.7,1.96
Varanasi_Uttar_Pradesh,Varanasi,Uttar Pradesh,25.3,83.0,79,40,121,7.67,53.6,1.95
Varanasi_Uttar_Pradesh,Varanasi,Uttar Pradesh,25.3,83.0,81,37,105,7.77,56.3,2.14
Agra_Uttar_Pradesh,Agra,Uttar Pradesh,27.2,78.0,79,35,99,8.14,43.3,1.54
Agra_Uttar_Pradesh,Agra,Uttar Pradesh,27.2,78.0,65,33,98,8.18,42.2,1.52
Agra_Uttar_Pradesh,Agra,Uttar Pradesh,27.2,78.0,66,37,107,7.87,41.1,1.79
Agra_Uttar_Pradesh,Agra,Uttar Pradesh,27.2,78.0,64,35,116,8.17,46.4,1.83
Agra_Uttar_Pradesh,Agra,Uttar Pradesh,27.2,78.0,64,37,112,8.11,41.0,1.81
Lucknow_Uttar_Pradesh,Lucknow,Uttar Pradesh,26.8,80.9,78,40,116,7.48,62.7,2.14
Lucknow_Uttar_Pradesh,Lucknow,Uttar Pradesh,26.8,80.9,83,40,126,7.44,54.1,2.23
Lucknow_Uttar_Pradesh,Lucknow,Uttar Pradesh,26.8,80.9,74,46,129,7.68,53.9,2.25
Lucknow_Uttar_Pradesh,Lucknow,Uttar Pradesh,26.8,80.9,77,43,126,7.63,54.3,2.39
Lucknow_Uttar_Pradesh,Lucknow,Uttar Pradesh,26.8,80.9,84,39,122,7.56,54.7,2.08
Meerut_Uttar_Pradesh,Meerut,Uttar Pradesh,29.0,77.7,82,49,116,7.86,64.1,2.38
Meerut_Uttar_Pradesh,Meerut,Uttar Pradesh,29.0,77.7,84,47,131,7.67,60.6,2.12
Meerut_Uttar_Pradesh,Meerut,Uttar Pradesh,29.0,77.7,85,45,112,7.86,61.2,2.22
Meerut_Uttar_Pradesh,Meerut,Uttar Pradesh,29.0,77.7,89,45,123,7.62,59.2,2.38
Meerut_Uttar_Pradesh,Meerut,Uttar Pradesh,29.0,77.7,75,47,112,7.77,57.6,2.29
Gorakhpur_Uttar_Pradesh,Gorakhpur,Uttar Pradesh,26.7,83.4,79,44,102,7.35,66.1,2.29
Gorakhpur_Uttar_Pradesh,Gorakhpur,Uttar Pradesh,26.7,83.4,72,43,118,7.55,66.3,2.03
Gorakhpur_Uttar_Pradesh,Gorakhpur,Uttar Pradesh,26.7,83.4,68,42,121,7.21,61.1,1.98
Gorakhpur_Uttar_Pradesh,Gorakhpur,Uttar Pradesh,26.7,83.4,79,44,114,7.54,60.1,2.06
Gorakhpur_Uttar_Pradesh,Gorakhpur,Uttar Pradesh,26.7,83.4,80,38,106,7.48,59.1,1.93
Indore_Madhya_Pradesh,Indore,Madhya Pradesh,22.7,75.9,64,38,113,7.48,47.4,1.96
Indore_Madhya_Pradesh,Indore,Madhya Pradesh,22.7,75.9,68,39,111,7.19,47.6,2.08
Indore_Madhya_Pradesh,Indore,Madhya Pradesh,22.7,75.9,76,38,110,7.3,46.8,1.77
Indore_Madhya_Pradesh,Indore,Madhya Pradesh,22.7,75.9,65,34,112,7.14,44.4,2.04
Indore_Madhya_Pradesh,Indore,Madhya Pradesh,22.7,75.9,76,34,114,7.4,52.8,1.94
Bhopal_Madhya_Pradesh,Bhopal,Madhya Pradesh,23.3,77.4,65,36,100,7.29,43.0,1.96
Bhopal_Madhya_Pradesh,Bhopal,Madhya Pradesh,23.3,77.4,75,33,90,7.51,50.6,1.88
Bhopal_Madhya_Pradesh,Bhopal,Madhya Pradesh,23.3,77.4,62,31,99,7.37,49.1,1.96
Bhopal_Madhya_Pradesh,Bhopal,Madhya Pradesh,23.3,77.4,65,37,94,7.32,47.4,1.67
Bhopal_Madhya_Pradesh,Bhopal,Madhya Pradesh,23.3,77.4,67,36,99,7.42,45.3,1.78
Jabalpur_Madhya_Pradesh,Jabalpur,Madhya Pradesh,23.2,79.9,76,43,104,7.04,56.0,2.02
Jabalpur_Madhya_Pradesh,Jabalpur,Madhya Pradesh,23.2,79.9,77,41,103,7.4,50.7,1.98
Jabalpur_Madhya_Pradesh,Jabalpur,Madhya Pradesh,23.2,79.9,67,41,113,7.02,52.4,1.83
Jabalpur_Madhya_Pradesh,Jabalpur,Madhya Pradesh,23.2,79.9,68,40,105,7.1,53.2,1.93
Jabalpur_Madhya_Pradesh,Jabalpur,Madhya Pradesh,23.2,79.9,72,42,103,7.15,54.7,2.15
Gwalior_Madhya_Pradesh,Gwalior,Madhya Pradesh,26.2,78.2,65,38,96,7.8,43.4,1.57
Gwalior_Madhya_Pradesh,Gwalior,Madhya Pradesh,26.2,78.2,75,40,93,7.7,46.2,1.74
Gwalior_Madhya_Pradesh,Gwalior,Madhya Pradesh,26.2,78.2,66,40,96,7.92,46.4,1.46
Gwalior_Madhya_Pradesh,Gwalior,Madhya Pradesh,26.2,78.2,63,34,101,7.87,37.3,1.73
Gwalior_Madhya_Pradesh,Gwalior,Madhya Pradesh,26.2,78.2,74,35,97,7.89,45.9,1.73
Ujjain_Madhya_Pradesh,Ujjain,Madhya Pradesh,23.2,75.8,65,33,98,7.32,48.2,1.74
Ujjain_Madhya_Pradesh,Ujjain,Madhya Pradesh,23.2,75.8,68,35,91,7.52,43.5,1.53
Ujjain_Madhya_Pradesh,Ujjain,Madhya Pradesh,23.2,75.8,66,37,104,7.57,43.2,1.7
Ujjain_Madhya_Pradesh,Ujjain,Madhya Pradesh,23.2,75.8,71,33,107,7.53,43.7,1.75
Ujjain_Madhya_Pradesh,Ujjain,Madhya Pradesh,23.2,75.8,65,36,102,7.44,42.4,1.63
Jaipur_Rajasthan,Jaipur,Rajasthan,26.9,75.8,60,30,88,8.14,25.4,1.16
Jaipur_Rajasthan,Jaipur,Rajasthan,26.9,75.8,59,31,89,8.16,28.9,1.32
Jaipur_Rajasthan,Jaipur,Rajasthan,26.9,75.8,57,28,84,8.36,29.4,1.26
Jaipur_Rajasthan,Jaipur,Rajasthan,26.9,75.8,55,24,75,8.08,26.4,1.01
Jaipur_Rajasthan,Jaipur,Rajasthan,26.9,75.8,55,31,76,8.19,32.2,1.16
Jodhpur_Rajasthan,Jodhpur,Rajasthan,26.3,73.0,46,25,60,8.48,21.3,0.74
Jodhpur_Rajasthan,Jodhpur,Rajasthan,26.3,73.0,45,20,71,8.62,20.8,0.82
Jodhpur_Rajasthan,Jodhpur,Rajasthan,26.3,73.0,46,22,62,8.49,22.4,0.72
Jodhpur_Rajasthan,Jodhpur,Rajasthan,26.3,73.0,43,24,58,8.6,22.5,0.85
Jodhpur_Rajasthan,Jodhpur,Rajasthan,26.3,73.0,44,19,58,8.52,17.6,0.96
Bikaner_Rajasthan,Bikaner,Rajasthan,28.0,73.3,36,17,51,8.76,19.7,0.86
Bikaner_Rajasthan,Bikaner,Rajasthan,28.0,73.3,35,15,65,8.47,20.8,0.98
Bikaner_Rajasthan,Bikaner,Rajasthan,28.0,73.3,39,22,60,8.69,20.5,0.9
Bikaner_Rajasthan,Bikaner,Rajasthan,28.0,73.3,32,21,53,8.69,16.4,0.87
Bikaner_Rajasthan,Bikaner,Rajasthan,28.0,73.3,46,23,66,8.78,19.5,0.87
Kota_Rajasthan,Kota,Rajasthan,25.2,75.8,66,32,80,8.06,40.4,1.24
Kota_Rajasthan,Kota,Rajasthan,25.2,75.8,65,31,95,8.06,42.4,1.43
Kota_Rajasthan,Kota,Rajasthan,25.2,75.8,66,31,85,7.89,41.0,1.4
Kota_Rajasthan,Kota,Rajasthan,25.2,75.8,54,27,83,8.02,41.8,1.59
Kota_Rajasthan,Kota,Rajasthan,25.2,75.8,69,27,94,8.08,42.9,1.51
Ajmer_Rajasthan,Ajmer,Rajasthan,26.5,74.6,64,25,76,7.97,29.0,1.46
Ajmer_Rajasthan,Ajmer,Rajasthan,26.5,74.6,61,33,85,8.21,27.2,1.2
Ajmer_Rajasthan,Ajmer,Rajasthan,26.5,74.6,51,34,94,7.9,31.9,1.24
Ajmer_Rajasthan,Ajmer,Rajasthan,26.5,74.6,60,32,92,7.9,29.0,1.18
Ajmer_Rajasthan,Ajmer,Rajasthan,26.5,74.6,60,26,89,8.16,27.6,1.24
Patna_Bihar,Patna,Bihar,25.6,85.1,74,39,110,7.62,59.6,2.18
Patna_Bihar,Patna,Bihar,25.6,85.1,76,44,118,7.56,58.4,2.03
Patna_Bihar,Patna,Bihar,25.6,85.1,84,42,105,7.54,61.8,2.37
Patna_Bihar,Patna,Bihar,25.6,85.1,70,37,124,7.35,57.8,2.18
Patna_Bihar,Patna,Bihar,25.6,85.1,83,43,111,7.4,62.7,2.33
Gaya_Bihar,Gaya,Bihar,24.8,85.0,75,38,98,7.62,59.1,1.99
Gaya_Bihar,Gaya,Bihar,24.8,85.0,77,34,107,7.66,58.8,1.86
Gaya_Bihar,Gaya,Bihar,24.8,85.0,71,40,111,7.72,57.8,2.06
Gaya_Bihar,Gaya,Bihar,24.8,85.0,70,36,99,7.53,53.3,1.91
Gaya_Bihar,Gaya,Bihar,24.8,85.0,74,36,104,7.68,60.4,2.06
Muzaffarpur_Bihar,Muzaffarpur,Bihar,26.1,85.4,74,40,111,7.24,64.2,2.47
Muzaffarpur_Bihar,Muzaffarpur,Bihar,26.1,85.4,86,48,110,7.49,69.7,2.29
Muzaffarpur_Bihar,Muzaffarpur,Bihar,26.1,85.4,73,48,117,7.26,61.7,2.3
Muzaffarpur_Bihar,Muzaffarpur,Bihar,26.1,85.4,79,47,123,7.32,68.0,2.37
Muzaffarpur_Bihar,Muzaffarpur,Bihar,26.1,85.4,84,46,121,7.29,63.9,2.34
Bhagalpur_Bihar,Bhagalpur,Bihar,25.2,87.0,74,41,104,7.43,62.4,2.24
Bhagalpur_Bihar,Bhagalpur,Bihar,25.2,87.0,69,43,114,7.15,58.1,2.03
Bhagalpur_Bihar,Bhagalpur,Bihar,25.2,87.0,79,37,116,7.27,61.2,1.91
Bhagalpur_Bihar,Bhagalpur,Bihar,25.2,87.0,75,41,105,7.35,59.4,2.19
Bhagalpur_Bihar,Bhagalpur,Bihar,25.2,87.0,77,42,104,7.43,61.2,2.28
Darbhanga_Bihar,Darbhanga,Bihar,26.2,85.9,79,44,118,7.14,66.3,2.38
Darbhanga_Bihar,Darbhanga,Bihar,26.2,85.9,80,44,112,7.13,61.3,2.16
Darbhanga_Bihar,Darbhanga,Bihar,26.2,85.9,70,44,114,7.31,68.6,2.1
Darbhanga_Bihar,Darbhanga,Bihar,26.2,85.9,79,41,114,7.07,64.6,2.34
Darbhanga_Bihar,Darbhanga,Bihar,26.2,85.9,79,42,109,7.39,60.8,2.13
Khurda_Odisha,Khurda,Odisha,20.2,85.8,77,43,116,6.69,68.3,2.37
Khurda_Odisha,Khurda,Odisha,20.2,85.8,77,36,111,7.0,60.3,2.24
Khurda_Odisha,Khurda,Odisha,20.2,85.8,80,44,120,6.6,64.4,2.35
Khurda_Odisha,Khurda,Odisha,20.2,85.8,82,44,113,6.75,63.6,2.2
Khurda_Odisha,Khurda,Odisha,20.2,85.8,82,43,113,6.94,60.5,2.24
Cuttack_Odisha,Cuttack,Odisha,20.5,85.9,75,42,107,7.05,71.7,2.49
Cuttack_Odisha,Cuttack,Odisha,20.5,85.9,85,45,117,6.82,67.2,2.49
Cuttack_Odisha,Cuttack,Odisha,20.5,85.9,76,41,122,6.87,65.5,2.57
Cuttack_Odisha,Cuttack,Odisha,20.5,85.9,71,38,107,6.76,63.2,2.58
Cuttack_Odisha,Cuttack,Odisha,20.5,85.9,72,39,111,6.81,69.2,2.58
Sambalpur_Odisha,Sambalpur,Odisha,21.5,83.9,63,38,108,7.0,61.5,2.02
Sambalpur_Odisha,Sambalpur,Odisha,21.5,83.9,69,42,114,6.96,62.1,1.95
Sambalpur_Odisha,Sambalpur,Odisha,21.5,83.9,63,40,112,6.9,62.8,2.26
Sambalpur_Odisha,Sambalpur,Odisha,21.5,83.9,74,42,104,6.86,61.6,1.94
Sambalpur_Odisha,Sambalpur,Odisha,21.5,83.9,75,42,114,6.83,59.0,1.99
