region_id,district,state,year,month,rainfall_mm,temp_max,temp_min,humidity,solar_radiation
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,10,128.4,33.4,21.3,76.1,17.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,11,169.6,31.9,25.0,76.3,19.9
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,12,1.8,33.1,23.5,82.9,18.1
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,1,30.1,36.9,22.6,85.1,19.2
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,2,13.6,35.2,24.4,77.2,16.9
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,3,72.5,33.1,21.4,87.0,17.6
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,4,64.7,35.1,23.9,75.3,18.2
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,5,48.5,32.0,24.9,80.3,17.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,6,430.4,34.3,24.5,75.0,17.1
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,7,371.4,36.1,22.6,86.2,19.4
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,8,412.1,35.0,23.3,78.0,19.8
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,9,399.0,32.8,22.9,79.2,20.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,10,103.6,34.0,21.7,77.9,19.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,11,155.2,34.3,23.0,82.2,17.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,12,44.5,33.9,24.6,79.0,17.4
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,1,12.0,37.0,22.9,76.5,19.5
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,2,47.9,33.0,23.2,81.2,19.9
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,3,23.2,32.1,22.1,79.8,17.5
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,4,59.4,36.6,21.3,75.3,18.7
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,5,34.1,32.8,22.3,85.6,16.5
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,6,361.2,32.8,22.7,76.1,18.4
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,7,224.3,34.8,21.8,73.1,17.6
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,8,253.9,31.2,23.3,79.0,18.7
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,9,275.5,36.9,24.4,85.8,17.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,10,105.0,34.2,22.3,85.2,17.1
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,11,179.1,36.1,21.8,78.6,18.8
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,12,0.0,36.8,23.9,72.7,17.6
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,1,10.4,36.5,22.8,75.8,16.4
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,2,31.6,34.8,23.1,82.5,17.7
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,3,42.9,34.4,21.6,73.9,17.4
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,4,15.5,32.9,24.9,74.8,16.1
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,5,74.8,33.1,22.9,82.4,16.2
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,6,418.6,32.6,21.1,86.9,18.0
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,7,335.4,34.7,24.8,87.1,19.5
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,8,357.9,35.1,23.3,74.1,19.2
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,9,384.7,35.9,23.6,75.3,17.1
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,10,120.8,31.2,23.5,77.4,18.6
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,11,145.5,33.0,22.0,79.9,18.8
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,2023,12,36.2,31.2,22.7,87.5,18.2
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,1,13.1,38.6,23.4,63.9,21.0
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,2,3.2,38.4,22.0,70.2,19.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,3,39.2,33.1,23.6,58.5,19.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,4,63.2,36.4,22.5,64.2,19.2
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,5,34.0,37.5,23.2,69.6,18.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,6,185.8,36.3,21.8,71.2,19.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,7,145.2,37.6,22.5,58.6,18.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,8,210.5,37.9,22.8,58.3,18.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,9,255.9,35.2,23.3,72.2,21.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,10,100.2,33.5,23.1,65.9,19.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,11,96.7,36.0,20.0,64.5,18.2
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,12,0.0,36.9,23.0,66.3,21.8
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,1,4.5,38.3,22.1,72.9,18.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,2,34.3,36.1,22.5,68.1,19.8
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,3,39.2,38.4,20.2,61.5,21.8
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,4,41.7,36.7,21.1,60.0,19.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,5,31.2,33.5,23.9,72.8,20.8
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,6,200.8,37.9,22.7,59.6,21.6
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,7,259.8,37.4,22.5,63.7,21.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,8,228.7,33.2,21.5,70.0,21.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,9,167.1,35.3,23.9,70.5,21.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,10,88.5,34.6,20.2,70.8,21.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,11,136.5,36.3,23.1,72.1,21.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,12,8.2,33.8,23.8,66.7,18.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,1,25.8,36.1,23.4,65.8,20.2
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,2,17.3,33.8,20.1,69.1,20.5
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,3,26.6,33.8,20.1,62.6,20.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,4,26.4,38.4,21.4,65.2,21.1
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,5,33.9,38.2,23.8,59.4,21.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,6,193.6,35.8,23.9,64.9,19.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,7,209.3,33.5,20.5,59.0,18.6
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,8,167.7,34.1,21.4,71.3,19.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,9,210.6,34.2,20.2,59.7,19.1
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,10,61.8,33.7,21.8,60.3,19.5
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,11,101.1,33.2,23.2,67.0,18.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,12,38.0,33.4,21.1,69.9,21.0
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,1,20.4,37.3,20.2,59.4,18.5
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,2,31.6,37.5,20.1,70.9,19.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,3,13.3,37.4,20.7,66.0,21.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,4,21.5,34.4,21.4,64.6,19.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,5,35.6,36.5,22.9,65.9,20.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,6,206.8,35.0,23.6,66.7,19.0
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,7,197.2,38.6,20.0,60.6,19.5
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,8,216.8,33.5,23.2,57.9,21.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,9,132.6,37.2,24.0,71.3,20.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,10,93.0,38.9,22.0,68.6,21.3
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,11,104.9,35.9,23.4,60.3,21.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,12,6.3,37.4,22.1,68.3,21.1
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,1,10.5,36.3,22.2,60.2,20.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,2,0.0,33.0,20.5,64.6,20.4
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,3,24.9,38.1,23.0,63.5,21.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,4,34.6,35.3,23.7,68.5,18.2
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,5,53.4,37.5,23.2,70.2,18.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,6,178.7,38.4,21.3,66.4,20.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,7,207.1,38.4,22.5,65.6,19.8
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,8,207.4,35.3,22.1,58.1,18.9
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,9,206.4,35.0,22.9,68.1,18.7
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,10,110.8,37.4,22.3,73.0,21.0
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,11,114.1,33.9,20.8,68.4,20.0
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,2023,12,3.2,36.2,21.5,64.3,20.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,1,11.3,37.4,24.9,69.6,22.3
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,2,21.2,35.4,23.7,64.6,21.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,3,39.1,34.6,23.0,71.6,21.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,4,41.6,38.7,22.1,70.4,22.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,5,17.3,34.5,22.4,73.4,22.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,6,183.9,35.0,22.7,73.4,20.3
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,7,210.3,37.6,23.5,71.9,19.8
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,8,292.8,34.7,23.7,73.8,22.7
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,9,242.3,39.5,24.3,60.5,22.7
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,10,102.2,35.0,22.1,65.0,22.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,11,89.5,35.3,24.1,75.6,20.8
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,12,33.4,37.2,22.7,64.8,20.2
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,1,0.0,36.8,24.3,61.1,22.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,2,17.7,36.6,23.6,69.0,19.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,3,42.2,39.7,23.5,64.3,21.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,4,16.7,34.9,24.9,70.5,19.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,5,18.4,38.0,22.1,61.7,22.2
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,6,208.5,35.4,22.4,63.9,21.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,7,311.5,36.4,24.7,63.3,20.2
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,8,284.6,34.5,22.8,60.4,19.7
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,9,256.5,39.4,25.3,65.5,20.0
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,10,110.1,35.6,24.5,66.6,21.2
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,11,101.5,39.7,25.1,62.2,22.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,12,33.2,38.8,23.7,60.4,20.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,1,1.3,39.4,24.8,70.9,22.3
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,2,30.9,37.0,22.3,66.5,21.0
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,3,31.0,34.8,23.1,64.3,21.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,4,35.5,37.0,24.3,73.4,20.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,5,45.4,36.1,25.8,62.9,19.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,6,269.0,39.0,23.7,74.6,21.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,7,281.5,36.4,25.8,62.2,20.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,8,216.9,35.0,25.4,73.5,22.8
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,9,203.9,36.8,23.4,65.6,20.7
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,10,128.9,36.8,22.3,61.2,19.0
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,11,120.0,34.6,23.3,72.9,22.8
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,12,31.5,37.1,22.3,75.3,22.0
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,1,12.0,35.3,26.0,75.1,19.2
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,2,39.1,35.1,24.3,74.6,19.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,3,37.8,39.5,25.9,75.1,20.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,4,65.6,35.9,25.3,60.6,21.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,5,14.2,34.5,24.8,65.4,21.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,6,179.0,37.2,25.2,65.1,21.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,7,307.2,35.4,22.1,73.9,19.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,8,302.2,39.6,25.2,76.0,20.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,9,281.8,36.9,24.5,74.0,22.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,10,125.2,36.5,25.0,63.8,19.4
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,11,96.6,35.8,22.9,60.7,19.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,12,25.2,36.3,24.7,63.5,22.8
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,1,36.0,39.9,25.0,61.0,20.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,2,14.1,39.0,22.5,60.8,20.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,3,40.8,39.0,25.2,70.1,19.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,4,43.5,37.2,23.0,68.2,21.0
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,5,72.4,36.8,24.5,72.0,19.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,6,318.3,36.7,23.6,64.4,20.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,7,197.5,34.2,23.3,74.9,21.9
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,8,207.1,34.0,24.8,60.8,21.1
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,9,297.8,39.4,26.0,61.0,22.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,10,130.5,37.4,24.6,68.7,22.5
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,11,127.4,39.2,23.0,62.5,19.6
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,2023,12,3.7,39.6,22.4,71.2,19.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,1,29.7,32.0,22.2,76.1,18.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,2,0.0,34.0,22.2,65.9,18.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,3,36.9,32.8,21.1,64.3,18.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,4,52.7,33.1,23.0,76.6,17.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,5,72.2,33.0,23.1,75.3,18.9
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,6,190.1,37.1,24.0,74.8,18.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,7,304.2,34.3,20.3,77.1,18.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,8,317.7,32.0,20.6,71.5,20.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,9,228.3,35.2,23.3,68.8,20.4
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,10,133.1,32.8,23.5,79.4,17.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,11,157.7,37.1,23.9,76.2,18.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,12,8.2,36.3,23.0,67.2,20.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,1,0.0,32.9,21.8,72.5,17.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,2,18.6,37.5,23.9,67.0,18.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,3,27.7,35.6,21.0,72.9,17.9
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,4,36.2,34.0,22.4,70.9,20.9
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,5,28.3,36.1,21.6,79.6,19.9
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,6,312.2,37.7,23.6,75.6,20.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,7,205.1,35.4,20.1,71.7,17.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,8,263.7,37.6,20.3,72.5,20.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,9,224.0,34.1,21.3,79.6,17.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,10,151.8,32.2,22.7,79.2,17.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,11,155.6,35.7,22.5,68.8,20.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,12,35.4,36.7,22.4,71.8,19.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,1,29.7,32.5,20.2,68.0,17.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,2,17.4,37.9,21.3,66.9,20.2
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,3,49.8,35.3,22.9,67.7,21.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,4,68.3,33.2,22.7,65.2,17.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,5,32.5,37.2,22.9,75.9,18.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,6,247.5,37.9,20.2,77.9,19.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,7,276.4,34.9,23.5,78.4,18.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,8,245.4,37.5,20.8,74.0,19.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,9,299.3,36.3,23.6,66.9,18.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,10,143.8,37.1,22.0,68.0,20.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,11,123.8,34.2,22.4,66.6,18.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,12,21.3,35.9,21.3,76.4,17.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,1,13.7,36.0,20.6,71.2,19.4
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,2,20.5,34.2,21.5,73.7,18.4
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,3,56.1,36.2,21.8,77.8,19.2
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,4,26.5,37.9,20.5,67.7,17.2
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,5,38.1,33.1,20.4,65.7,19.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,6,302.8,34.9,22.7,64.3,18.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,7,355.2,33.5,22.1,69.5,19.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,8,203.1,32.9,23.8,75.7,17.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,9,237.0,32.9,20.9,79.4,18.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,10,156.0,34.2,20.1,67.9,20.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,11,160.5,32.7,23.2,78.7,19.4
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,12,43.3,36.0,22.3,69.6,17.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,1,1.6,32.7,22.6,76.2,20.7
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,2,34.4,37.3,21.3,77.9,18.5
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,3,41.5,34.0,22.5,73.8,19.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,4,40.7,35.6,22.2,71.1,17.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,5,33.7,35.9,23.0,72.0,19.2
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,6,362.5,37.5,23.3,65.7,17.6
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,7,271.1,34.9,21.6,72.8,20.0
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,8,312.1,36.9,21.7,78.3,17.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,9,355.3,34.3,20.8,71.7,17.8
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,10,110.2,35.1,22.7,78.9,19.1
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,11,115.4,36.3,21.6,79.6,20.3
Salem_Tamil_Nadu,Salem,Tamil Nadu,2023,12,5.3,37.2,23.2,67.0,18.2
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,1,17.9,36.2,21.4,62.0,20.6
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,2,20.7,37.8,23.6,64.8,19.4
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,3,61.0,36.3,22.0,66.8,20.9
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,4,55.2,37.9,24.1,64.4,19.7
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,5,14.5,38.2,22.9,70.6,18.7
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,6,197.5,34.2,23.6,66.1,20.5
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,7,160.1,34.6,23.4,72.8,19.8
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,8,235.1,33.1,22.4,75.1,20.4
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,9,227.9,37.6,22.1,72.3,20.4
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,10,96.1,35.1,23.5,69.1,21.3
Erode_Tamil_Nadu,Erode,Tamil Nadu,2023,11,98.5,36.8,22.1,71.5,20.7
