region_id,district,state,latitude,longitude,N,P,K,pH,moisture,organic_matter,year,annual_rainfall_mm,temp_max,temp_min,temp_mean,humidity,solar_radiation,is_monsoon,ndvi_mean,ndvi_std,ndvi_trend,ndvi_max,ndvi_min,water_stress_index,fertility_score,pH_suitability,moisture_availability,agri_potential,crop_label
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,83,40,113,6.33,68.7,2.7,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.7192,0.9433,1.0,0.3967,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,83,40,113,6.33,68.7,2.7,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.7192,0.9433,1.0,0.3967,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,83,40,113,6.33,68.7,2.7,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.7192,0.9433,1.0,0.3967,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,83,40,113,6.33,68.7,2.7,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.7192,0.9433,1.0,0.3967,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,74,35,114,6.39,70.0,2.83,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.6259,0.9633,1.0,0.3452,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,74,35,114,6.39,70.0,2.83,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.6259,0.9633,1.0,0.3452,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,74,35,114,6.39,70.0,2.83,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.6259,0.9633,1.0,0.3452,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,74,35,114,6.39,70.0,2.83,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.6259,0.9633,1.0,0.3452,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,74,35,114,6.39,70.0,2.83,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.6259,0.9633,1.0,0.3452,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,76,44,114,6.37,65.8,2.77,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.708,0.9567,1.0,0.3905,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,76,44,114,6.37,65.8,2.77,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.708,0.9567,1.0,0.3905,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,76,44,114,6.37,65.8,2.77,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.708,0.9567,1.0,0.3905,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,76,44,114,6.37,65.8,2.77,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.708,0.9567,1.0,0.3905,rice
Thanjavur_Tamil_Nadu,Thanjavur,Tamil Nadu,10.8,79.1,76,44,114,6.37,65.8,2.77,2023,9319.3,33.940000000000005,22.98,28.459999999999997,79.84833333333333,17.971666666666668,20,0.5515333333333333,0.028274999999999998,-0.013097,0.6505,0.4525,0.0031,0.708,0.9567,1.0,0.3905,rice
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,56,38,82,7.4,44.1,1.85,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4307,0.7,1.0,0.2766,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,56,38,82,7.4,44.1,1.85,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4307,0.7,1.0,0.2766,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,56,38,82,7.4,44.1,1.85,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4307,0.7,1.0,0.2766,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,56,38,82,7.4,44.1,1.85,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4307,0.7,1.0,0.2766,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,56,38,82,7.4,44.1,1.85,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4307,0.7,1.0,0.2766,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,66,30,80,7.09,49.6,1.7,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4273,0.8033,1.0,0.2744,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,66,30,80,7.09,49.6,1.7,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4273,0.8033,1.0,0.2744,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,66,30,80,7.09,49.6,1.7,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4273,0.8033,1.0,0.2744,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,66,30,80,7.09,49.6,1.7,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4273,0.8033,1.0,0.2744,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,66,30,80,7.09,49.6,1.7,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4273,0.8033,1.0,0.2744,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,52,37,81,7.14,41.1,1.97,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.394,0.7867,1.0,0.253,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,52,37,81,7.14,41.1,1.97,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.394,0.7867,1.0,0.253,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,52,37,81,7.14,41.1,1.97,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.394,0.7867,1.0,0.253,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,52,37,81,7.14,41.1,1.97,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.394,0.7867,1.0,0.253,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,52,37,81,7.14,41.1,1.97,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.394,0.7867,1.0,0.253,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,64,33,94,7.21,49.2,1.79,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4821,0.7633,1.0,0.3096,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,64,33,94,7.21,49.2,1.79,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4821,0.7633,1.0,0.3096,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,64,33,94,7.21,49.2,1.79,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4821,0.7633,1.0,0.3096,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,64,33,94,7.21,49.2,1.79,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4821,0.7633,1.0,0.3096,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,64,33,94,7.21,49.2,1.79,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4821,0.7633,1.0,0.3096,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,57,34,90,7.37,43.2,1.94,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4319,0.71,1.0,0.2773,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,57,34,90,7.37,43.2,1.94,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4319,0.71,1.0,0.2773,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,57,34,90,7.37,43.2,1.94,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4319,0.71,1.0,0.2773,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,57,34,90,7.37,43.2,1.94,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4319,0.71,1.0,0.2773,turmeric
Coimbatore_Tamil_Nadu,Coimbatore,Tamil Nadu,11.0,76.9,57,34,90,7.37,43.2,1.94,2023,5730.7,36.025,22.153333333333332,29.089166666666664,65.62833333333333,20.098333333333336,20,0.6421583333333333,0.028941666666666668,-0.013095,0.7411,0.5432,0.0051,0.4319,0.71,1.0,0.2773,turmeric
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,32,74,7.49,39.1,1.61,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3913,0.67,1.0,0.1333,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,32,74,7.49,39.1,1.61,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3913,0.67,1.0,0.1333,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,32,74,7.49,39.1,1.61,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3913,0.67,1.0,0.1333,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,32,74,7.49,39.1,1.61,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3913,0.67,1.0,0.1333,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,32,74,7.49,39.1,1.61,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3913,0.67,1.0,0.1333,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,60,31,88,7.38,44.0,1.38,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4218,0.7067,1.0,0.1437,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,60,31,88,7.38,44.0,1.38,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4218,0.7067,1.0,0.1437,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,60,31,88,7.38,44.0,1.38,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4218,0.7067,1.0,0.1437,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,60,31,88,7.38,44.0,1.38,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4218,0.7067,1.0,0.1437,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,60,31,88,7.38,44.0,1.38,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4218,0.7067,1.0,0.1437,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,54,26,82,7.46,37.2,1.56,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3255,0.68,1.0,0.1109,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,54,26,82,7.46,37.2,1.56,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3255,0.68,1.0,0.1109,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,54,26,82,7.46,37.2,1.56,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3255,0.68,1.0,0.1109,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,54,26,82,7.46,37.2,1.56,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3255,0.68,1.0,0.1109,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,54,26,82,7.46,37.2,1.56,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3255,0.68,1.0,0.1109,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,29,86,7.56,41.9,1.64,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4065,0.6467,1.0,0.1385,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,29,86,7.56,41.9,1.64,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4065,0.6467,1.0,0.1385,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,29,86,7.56,41.9,1.64,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4065,0.6467,1.0,0.1385,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,29,86,7.56,41.9,1.64,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4065,0.6467,1.0,0.1385,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,61,29,86,7.56,41.9,1.64,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.4065,0.6467,1.0,0.1385,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,59,29,80,7.54,44.8,1.65,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3744,0.6533,1.0,0.1275,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,59,29,80,7.54,44.8,1.65,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3744,0.6533,1.0,0.1275,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,59,29,80,7.54,44.8,1.65,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3744,0.6533,1.0,0.1275,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,59,29,80,7.54,44.8,1.65,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3744,0.6533,1.0,0.1275,cotton
Madurai_Tamil_Nadu,Madurai,Tamil Nadu,9.9,78.1,59,29,80,7.54,44.8,1.65,2023,7056.6,36.85166666666667,23.94,30.395833333333332,67.50333333333333,21.01833333333333,20,0.3406416666666667,0.03349166666666666,-0.013095,0.4396,0.2417,0.0043,0.3744,0.6533,1.0,0.1275,cotton
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,66,42,108,6.95,50.1,2.33,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.609,0.85,1.0,0.2033,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,66,42,108,6.95,50.1,2.33,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.609,0.85,1.0,0.2033,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,66,42,108,6.95,50.1,2.33,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.609,0.85,1.0,0.2033,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,66,42,108,6.95,50.1,2.33,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.609,0.85,1.0,0.2033,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,66,42,108,6.95,50.1,2.33,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.609,0.85,1.0,0.2033,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,69,34,104,6.79,55.4,2.06,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.554,0.9033,1.0,0.185,sugarcane
Salem_Tamil_Nadu,Salem,Tamil Nadu,11.6,78.1,69,34,104,6.79,55.4,2.06,2023,7841.2,35.12166666666667,22.066666666666666,28.59416666666667,72.55666666666666,18.846666666666668,20,0.33390000000000003,0.031133333333333332,-0.013104,0.4329,0.2349,0.0036,0.554,0.9033,1.0,0.185,sugarcane
